Genus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Physarum,0.768 ,0.265 ,1.375 ,0.193 ,8.47E-01,9.11E-01,Eukaryota>Amoebozoa>Evosea>Eumycetozoa>Myxogastria>Myxogastromycetidae>Physariida>Physaraceae
Parasphingopyxis,18.178 ,0.265 ,0.459 ,0.577 ,5.64E-01,7.08E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae
Luteibacter,46.518 ,0.264 ,0.396 ,0.667 ,5.04E-01,6.57E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae
Pogona,17.622 ,0.264 ,0.550 ,0.480 ,6.31E-01,7.64E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Iguania>Acrodonta>Agamidae>Amphibolurinae
Paenarthrobacter,239.831 ,0.263 ,0.361 ,0.728 ,4.66E-01,6.25E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Micrococcaceae
Tepidiforma,8.150 ,0.262 ,0.417 ,0.630 ,5.29E-01,6.80E-01,Bacteria>Terrabacteria group>Chloroflexi>Tepidiformia>Tepidiformales>Tepidiformaceae
Millerozyma,5.131 ,0.261 ,0.472 ,0.553 ,5.80E-01,7.22E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae
Phikzvirus,0.523 ,0.258 ,0.869 ,0.296 ,7.67E-01,8.55E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Myoviridae
Lacerta,7.634 ,0.256 ,0.486 ,0.527 ,5.98E-01,7.36E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Laterata>Lacertibaenia>Lacertidae>Lacertinae
Hippocampus,12.272 ,0.255 ,0.477 ,0.535 ,5.93E-01,7.32E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Syngnathiaria>Syngnathiformes>Syngnathoidei>Syngnathidae>Hippocampinae
Teredinibacter,38.258 ,0.254 ,0.445 ,0.570 ,5.69E-01,7.13E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae
Spilotes,0.640 ,0.253 ,1.952 ,0.129 ,8.97E-01,9.41E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Colubridae>Colubrinae
Arachis,499.099 ,0.252 ,0.429 ,0.588 ,5.57E-01,7.03E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>rosids>fabids>Fabales>Fabaceae>Papilionoideae>50 kb inversion clade>dalbergioids sensu lato>Dalbergieae>Pterocarpus clade
Paenisporosarcina,21.541 ,0.252 ,0.438 ,0.575 ,5.65E-01,7.10E-01,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Planococcaceae
Peltaster,4.952 ,0.251 ,0.430 ,0.583 ,5.60E-01,7.05E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes incertae sedis
Priestia,106.487 ,0.251 ,0.285 ,0.879 ,3.79E-01,5.44E-01,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Tursiops,4.381 ,0.249 ,0.536 ,0.464 ,6.42E-01,7.71E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Artiodactyla>Whippomorpha>Cetacea>Odontoceti>Delphinidae
Cryptosporidium,15.956 ,0.249 ,0.488 ,0.510 ,6.10E-01,7.46E-01,Eukaryota>Sar>Alveolata>Apicomplexa>Conoidasida>Coccidia>Eucoccidiorida>Eimeriorina>Cryptosporidiidae
Gluconobacter,21.152 ,0.248 ,0.438 ,0.565 ,5.72E-01,7.15E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae
Pseudopuniceibacterium,36.980 ,0.247 ,0.394 ,0.627 ,5.31E-01,6.82E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Roseivivax,58.561 ,0.247 ,0.437 ,0.566 ,5.72E-01,7.15E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Anguilla,22.794 ,0.247 ,0.523 ,0.471 ,6.37E-01,7.67E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala>Elopomorpha>Anguilliformes>Anguillidae
Cervus,0.565 ,0.246 ,1.043 ,0.236 ,8.13E-01,8.86E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Artiodactyla>Ruminantia>Pecora>Cervidae>Cervinae
Limnohabitans,437.533 ,0.246 ,0.309 ,0.797 ,4.26E-01,5.88E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae
Cedecea,32.710 ,0.242 ,0.479 ,0.505 ,6.13E-01,7.49E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae
Tropheryma,2.076 ,0.242 ,0.522 ,0.463 ,6.43E-01,7.72E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Tropherymataceae
Lucilia,24.515 ,0.241 ,0.454 ,0.530 ,5.96E-01,7.34E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Calyptratae>Oestroidea>Calliphoridae>Luciliinae
Pelosinus,168.136 ,0.241 ,0.470 ,0.512 ,6.09E-01,7.46E-01,Bacteria>Terrabacteria group>Firmicutes>Negativicutes>Selenomonadales>Sporomusaceae
Luteithermobacter,7.443 ,0.238 ,0.447 ,0.534 ,5.93E-01,7.33E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Emcibacterales>Emcibacteraceae
Pelistega,12.355 ,0.238 ,0.448 ,0.531 ,5.96E-01,7.34E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae
Qingshengfaniella,20.195 ,0.238 ,0.422 ,0.563 ,5.74E-01,7.17E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Clupea,17.604 ,0.237 ,0.490 ,0.484 ,6.29E-01,7.61E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Clupei>Clupeiformes>Clupeoidei>Clupeidae>Clupeinae
Ogataea,4.188 ,0.236 ,0.508 ,0.465 ,6.42E-01,7.71E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae
Candidatus_Paracaedibacter,23.456 ,0.236 ,0.599 ,0.393 ,6.94E-01,8.07E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Candidatus Paracaedibacteraceae
Paramecium,89.280 ,0.235 ,0.422 ,0.558 ,5.77E-01,7.20E-01,Eukaryota>Sar>Alveolata>Ciliophora>Intramacronucleata>Oligohymenophorea>Peniculida>Parameciidae
Modicisalibacter,0.763 ,0.235 ,2.408 ,0.097 ,9.22E-01,9.57E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae
Kerstersia,5.839 ,0.232 ,0.513 ,0.452 ,6.51E-01,7.77E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae
Defluviimonas,153.316 ,0.230 ,0.368 ,0.627 ,5.31E-01,6.82E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Gloeobacter,12.761 ,0.230 ,0.419 ,0.549 ,5.83E-01,7.24E-01,Bacteria>Terrabacteria group>Cyanobacteria/Melainabacteria group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae
Glarea,3.859 ,0.229 ,0.475 ,0.482 ,6.30E-01,7.63E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Leotiomycetes>Helotiales>Helotiaceae
Capsaspora,6.105 ,0.228 ,0.468 ,0.486 ,6.27E-01,7.61E-01,Eukaryota>Opisthokonta>Filasterea
Hypericibacter,29.174 ,0.226 ,0.424 ,0.533 ,5.94E-01,7.33E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae
Plasmopara,4.794 ,0.226 ,0.494 ,0.456 ,6.48E-01,7.75E-01,Eukaryota>Sar>Stramenopiles>Oomycota>Peronosporales>Peronosporaceae
Coniophora,5.308 ,0.225 ,0.473 ,0.475 ,6.35E-01,7.65E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Agaricomycetidae>Boletales>Coniophorineae>Coniophoraceae
Halobacillus,15.534 ,0.224 ,0.451 ,0.496 ,6.20E-01,7.55E-01,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Collimonas,126.719 ,0.222 ,0.379 ,0.586 ,5.58E-01,7.04E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae
Jeongeupia,62.981 ,0.221 ,0.434 ,0.509 ,6.10E-01,7.46E-01,Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae
Profundibacter,22.981 ,0.221 ,0.406 ,0.543 ,5.87E-01,7.27E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Saliniradius,10.632 ,0.219 ,0.484 ,0.453 ,6.50E-01,7.76E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae
Methylotenera,264.350 ,0.218 ,0.441 ,0.494 ,6.21E-01,7.56E-01,Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae
Antithamnionella,0.351 ,0.217 ,2.241 ,0.097 ,9.23E-01,9.57E-01,Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Ceramiales>Ceramiaceae
Polypterus,13.971 ,0.216 ,0.502 ,0.431 ,6.67E-01,7.87E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Cladistia>Polypteriformes>Polypteridae
Thecamonas,10.890 ,0.215 ,0.506 ,0.426 ,6.70E-01,7.90E-01,Eukaryota>Apusozoa>Apusomonadidae
Austwickia,727.032 ,0.215 ,0.365 ,0.589 ,5.56E-01,7.02E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Dermatophilaceae
Rhodomonas,0.361 ,0.215 ,1.460 ,0.147 ,8.83E-01,9.32E-01,Eukaryota>Cryptophyceae>Pyrenomonadales>Pyrenomonadaceae
Strongyloides,111.734 ,0.213 ,0.482 ,0.443 ,6.58E-01,7.80E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Tylenchina>Panagrolaimomorpha>Strongyloidoidea>Strongyloididae
Gammacoronavirus,0.918 ,0.213 ,1.265 ,0.168 ,8.66E-01,9.24E-01,Viruses>Riboviria>Orthornavirae>Pisuviricota>Pisoniviricetes>Nidovirales>Cornidovirineae>Coronaviridae>Orthocoronavirinae
Mameliella,41.865 ,0.212 ,0.421 ,0.505 ,6.14E-01,7.49E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Mastadenovirus,2.254 ,0.212 ,0.590 ,0.360 ,7.19E-01,8.23E-01,Viruses>Varidnaviria>Bamfordvirae>Preplasmiviricota>Tectiliviricetes>Rowavirales>Adenoviridae
Aurantiacibacter,30.017 ,0.211 ,0.436 ,0.485 ,6.28E-01,7.61E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae
Diaphorina,8.117 ,0.209 ,0.449 ,0.466 ,6.41E-01,7.70E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Paraneoptera>Hemiptera>Sternorrhyncha>Psylloidea>Liviidae
Punctularia,4.140 ,0.207 ,0.429 ,0.483 ,6.29E-01,7.61E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Agaricomycetes incertae sedis>Corticiales>Punctulariaceae
Carlito,10.895 ,0.206 ,0.546 ,0.377 ,7.06E-01,8.16E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Primates>Haplorrhini>Tarsiiformes>Tarsiidae
Pyrenophora,17.902 ,0.206 ,0.472 ,0.436 ,6.63E-01,7.84E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Pleosporaceae
Thermochromatium,12.614 ,0.205 ,0.440 ,0.466 ,6.41E-01,7.70E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae
Stagonosporopsis,8.917 ,0.203 ,0.465 ,0.438 ,6.61E-01,7.83E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Didymellaceae
Rhizobacter,74.851 ,0.203 ,0.422 ,0.480 ,6.31E-01,7.64E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiales genera incertae sedis
Chloromonas,1.145 ,0.202 ,1.198 ,0.169 ,8.66E-01,9.24E-01,Eukaryota>Viridiplantae>Chlorophyta>core chlorophytes>Chlorophyceae>CS clade>Chlamydomonadales>Chlamydomonadaceae>Chloromonadinia
Podocnemis,0.651 ,0.202 ,2.439 ,0.083 ,9.34E-01,9.62E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Testudines>Pleurodira>Podocnemididae
Sistrurus,0.488 ,0.201 ,1.340 ,0.150 ,8.81E-01,9.31E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Viperidae>Crotalinae
Verminephrobacter,154.161 ,0.201 ,0.441 ,0.456 ,6.48E-01,7.75E-01,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae
Ustilago,12.033 ,0.201 ,0.461 ,0.437 ,6.62E-01,7.84E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Ustilaginomycotina>Ustilaginomycetes>Ustilaginales>Ustilaginaceae
Nordella,17.378 ,0.199 ,0.421 ,0.473 ,6.36E-01,7.66E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales incertae sedis
Estrella,3.117 ,0.198 ,1.269 ,0.156 ,8.76E-01,9.29E-01,Bacteria>PVC group>Chlamydiae>Chlamydiia>Parachlamydiales>Criblamydiaceae
Syritta,56.697 ,0.198 ,0.532 ,0.372 ,7.10E-01,8.18E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Aschiza>Syrphoidea>Syrphidae>Eristalinae>Xylotini
Butyricimonas,160.813 ,0.197 ,0.387 ,0.510 ,6.10E-01,7.46E-01,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Bacteroidia>Bacteroidales>Odoribacteraceae
Woeseia,13.088 ,0.196 ,0.439 ,0.446 ,6.56E-01,7.79E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Woeseiaceae
Amyelois,13.109 ,0.195 ,0.494 ,0.395 ,6.93E-01,8.07E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Pyraloidea>Pyralidae>Phycitinae
Rhizoctonia,8.237 ,0.195 ,0.459 ,0.425 ,6.71E-01,7.90E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Agaricomycetes incertae sedis>Cantharellales>Ceratobasidiaceae
Apiotrichum,69.952 ,0.194 ,0.381 ,0.509 ,6.10E-01,7.46E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Tremellomycetes>Trichosporonales>Trichosporonaceae
Plectosphaerella,0.534 ,0.193 ,1.877 ,0.103 ,9.18E-01,9.55E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Plectosphaerellaceae
Copidosoma,7.687 ,0.191 ,0.543 ,0.352 ,7.25E-01,8.28E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Parasitoida>Chalcidoidea>Encyrtidae>Encyrtinae
Antarctobacter,31.112 ,0.191 ,0.395 ,0.484 ,6.28E-01,7.61E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Amborella,9.971 ,0.191 ,0.481 ,0.396 ,6.92E-01,8.06E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Amborellales>Amborellaceae
Baudoinia,3.870 ,0.190 ,0.477 ,0.399 ,6.90E-01,8.04E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Mycosphaerellales>Teratosphaeriaceae
Colletotrichum,53.410 ,0.190 ,0.527 ,0.361 ,7.18E-01,8.23E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Glomerellales>Glomerellaceae
Thermomicrobium,3.722 ,0.189 ,0.503 ,0.375 ,7.07E-01,8.17E-01,Bacteria>Terrabacteria group>Chloroflexi>Thermomicrobia>Thermomicrobiales>Thermomicrobiaceae
Piscirickettsia,21.413 ,0.189 ,0.480 ,0.393 ,6.94E-01,8.07E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Truepera,21.287 ,0.189 ,0.394 ,0.478 ,6.33E-01,7.64E-01,Bacteria>Terrabacteria group>Deinococcus&#x2011;Thermus>Deinococci>Trueperales>Trueperaceae
Histoplasma,2.543 ,0.186 ,0.599 ,0.310 ,7.56E-01,8.48E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>Eurotiomycetes>Eurotiomycetidae>Onygenales>Ajellomycetaceae
Fromanvirus,1.798 ,0.186 ,0.540 ,0.344 ,7.31E-01,8.32E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Siphoviridae
Lobosporangium,13.459 ,0.185 ,0.482 ,0.384 ,7.01E-01,8.12E-01,Eukaryota>Opisthokonta>Fungi>Fungi incertae sedis>Mucoromycota>Mortierellomycotina>Mortierellomycetes>Mortierellales>Mortierellaceae
Persicimonas,12.514 ,0.185 ,0.462 ,0.399 ,6.90E-01,8.04E-01,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae
Fibroporia,2.620 ,0.184 ,0.533 ,0.346 ,7.29E-01,8.31E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Agaricomycotina>Agaricomycetes>Agaricomycetes incertae sedis>Polyporales>Polyporales incertae sedis
Coluber,0.484 ,0.184 ,2.409 ,0.076 ,9.39E-01,9.66E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Colubridae>Colubrinae
Amblyraja,22.601 ,0.183 ,0.550 ,0.333 ,7.39E-01,8.38E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Chondrichthyes>Elasmobranchii>Batoidea>Rajiformes>Rajidae
Haloquadratum,1.701 ,0.183 ,0.641 ,0.285 ,7.76E-01,8.60E-01,Archaea>Euryarchaeota>Stenosarchaea group>Halobacteria>Haloferacales>Haloferacaceae
Pararhodospirillum,10.006 ,0.182 ,0.462 ,0.393 ,6.94E-01,8.07E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae
Chondromyces,15.707 ,0.181 ,0.444 ,0.408 ,6.83E-01,8.00E-01,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae
Blastomonas,58.189 ,0.179 ,0.408 ,0.440 ,6.60E-01,7.81E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae
Beijerinckia,5.520 ,0.178 ,0.478 ,0.373 ,7.09E-01,8.18E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae
Hepatozoon,0.910 ,0.178 ,1.223 ,0.145 ,8.84E-01,9.33E-01,Eukaryota>Sar>Alveolata>Apicomplexa>Conoidasida>Coccidia>Eucoccidiorida>Adeleorina>Hepatozoidae
Tateyamaria,19.083 ,0.177 ,0.432 ,0.410 ,6.82E-01,7.99E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Virgibacillus,86.183 ,0.176 ,0.417 ,0.422 ,6.73E-01,7.92E-01,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Dasysiphonia,0.337 ,0.175 ,2.727 ,0.064 ,9.49E-01,9.71E-01,Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Ceramiales>Dasyaceae
Dyella,143.820 ,0.175 ,0.419 ,0.417 ,6.76E-01,7.94E-01,Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae
Labrenzia,58.249 ,0.174 ,0.409 ,0.424 ,6.71E-01,7.90E-01,Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae
Locusta,0.398 ,0.173 ,1.159 ,0.149 ,8.81E-01,9.31E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Polyneoptera>Orthoptera>Caelifera>Acrididea>Acridomorpha>Acridoidea>Acrididae>Oedipodinae
Nasonia,17.878 ,0.173 ,0.535 ,0.323 ,7.47E-01,8.41E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Apocrita>Parasitoida>Chalcidoidea>Pteromalidae>Pteromalinae
Cheoctovirus,0.335 ,0.173 ,1.114 ,0.155 ,8.77E-01,9.29E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Siphoviridae
Suspvirus,0.323 ,0.172 ,1.418 ,0.122 ,9.03E-01,9.45E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Myoviridae>Ounavirinae
